user_idx,combined_text
1413,"很美很放鬆的好地方，值得一訪 不論鹹甜食，餐點美味好吃😋 … 餐點有3星以上
店內空間狹窄，滿安靜的，座位數不多需要等待，有貓，附近不好停車。"
1414,"【食物】

《舒芙蕾鬆餅》超級好吃，口感輕盈蓬鬆濕潤、不乾不粉，熟度少一點太生多一點太熟，厚度很厚卻不會塌掉，真的很好吃！ … 【餐點】

《焦糖阿法卡朵》＊非常好吃＊ …"
1415,"記得一定要訂位，平日人也很多，
沒有訂位只好開門前來候位，
沒想到舒芙蕾1點才開始供應， … 迷你咖啡店，
老闆好像還有在上日文課，
但也不忘了要招呼我們， …"
1416,"在花蓮的小旅行似乎每家咖啡店都值得拜訪和放空，享受悠閒的空間氛圍。
口袋名單的「浮室」剛好就在民宿附近，方便得很。 舒服的環境，服務親切，餐點略為小貴，因趕火車沒吃到很受歡迎的下午茶鬆餅，可惜！ 來花蓮旅遊主要的口袋名單之一，店內小小氛圍很好，也很有自己的風格；咖啡甜點都很推薦！"
1417,"都還不錯吃，裝璜很美，氣氛很棒 老闆人很好！環境舒適，咖啡也很棒 很舒服的一家店，闆娘親切漂亮且服務周到
可麗露很好吃！心中可麗露排名有前三，口感外脆內軟，沒有烤過焦或過硬的感覺，甜度很剛好，配茶蠻適合的
_ … 餐點好吃😋小朋友很喜歡💕很好吃😋 … 熱壓吐司很好吃，菜給很多，配料豐富
美式咖啡普通偏淡
像是一家被咖啡耽誤的熱壓吐司店
店面小小的，位子不多"
1418,"充滿日式風格的一間甜點店，隱身在巷子裡，一進去就可以感受整間店的復古風，昭和之心很好吃，抹茶拿鐵也好喝。
態度親切，去花蓮一定要去看看。 店內舒適寬敞～
甜點用心精緻
適合下午茶放鬆～❤️ 舒芙蕾真的好吃，整間店佈置很漂亮，坐起來很舒服放鬆。 老闆年輕帥氣親切
空間寬敞舒適
有親子空間 …"
1419,隱藏在巷弄的小店 環境、餐點、甜點、單品手沖、店員服務都沒有什麼好挑剔的，值得造訪。
1420,"好吃
鬆餅很特別，咖啡很順口
義大利麵也不錯吃～
牛排料理的很好👍🏼 … 咖啡很好喝 點了熱壓土司也超棒
貓貓們都超可愛還有一隻柴😻
很能放鬆的好地方 … 很適合一個人享用美食"
1421,手沖咖啡非常好喝，磅蛋糕也好吃，推薦！ 來過一次還會想一來再來的地方💖 …
1422,咖啡必喝，舒肥嫩雞推薦 因為短暫休息路上找到一家小巧文青的咖啡店，感受老闆的細心，下次有機會回再回訪，品嚐每天都會更新的糕點。 入口即融招牌鬆餅，好拍 好像到日本的小巷弄咖啡館
1423,"舒芙蕾嫩滑入口即化，超好吃😍
配鮮奶油、冰淇淋或蜂蜜都不錯 … 很舒適也很有質感的一家店，咖啡好喝👍🏻☕️
蛋糕也很棒，布朗尼濃郁，抹茶捲吃得到濃郁🍵香 … 🏡店內座位不多，20個左右，假日幾次來訪都剛好客滿，週五下午來就還有不少空位。
後方有個大庭院，裡面一堆植物，愛園藝的人可以來看看。 …"
1424,份量十足的套餐 環境舒適 舒芙蕾鬆軟味道清爽 太舒服的咖啡廳了 環境讓人放鬆
1425,"檸檬塔好吃
咖啡好喝 很輕鬆優雅的地方
餐點醉雞非常夠味道好吃
飲料好喝"
1426,"沙拉米和奶酪好好吃，咖啡因為第一口喊著好苦，老闆再沖了一次給我們，嗯，第二次的很清澈也有香氣，真的很不好意思。
很喜歡這裡，下次會再訪。 無法預約訂位 好吃，環境佳，絕對一訪再訪 一切都很棒
上廁所要去旁邊加油站 第一次去很喜歡
但搬到新位置後
手沖我沒辦法喝完一杯 …"
1427,復古小店的華麗甜點冒險。 隱身花草間的氣質小店。
1428,環境超讚有種偽出國的感覺，吐司好吃，但是栗子蛋糕售完了沒口福好難過🥺🥺🥺 … 舒芙蕾超好吃😍😍😍還會再來！！！ …
1429,花東客棧住宿步行2分鐘就有百元有找的SOE美式，其他咖啡品項也滿多元的，價格實惠。 餐點、氣氛、服務都很棒！適合獨享，也適合朋友聚餐！
1430,處處充滿巧思的地方 舒芙蕾鬆餅等了40分鐘，飲料等了一個小時才送上來，效率差的驚人
1431,一定要點抹茶鬆餅！苦甜的鬆餅，入口即化！草莓果昔也不錯 小小一間咖啡店，老闆親切，咖啡好喝，布朗尼不柴很好吃，很喜歡裡面的氛圍，很棒的放空地點。
1432,環境舒服，餐點精緻美味 環境舒適 店員服務品質佳 餐點美味 廁所乾淨 來聽講座，空間滿好的
1433,氣氛咖啡都很不錯 甜點好吃，氣氛舒適的咖啡廳 價格略高，迷迭香檸檬生乳酪的味道不是很平衡 肉桂味道很夠，捲體是微乾鬆軟的麵包體
1434,巧克力薩拉米，迷你達克瓦茲-巧克力，嫩布丁配上咖啡，下午茶時刻醉人滋味，舞鶴柚花茶，清香回甘，，環境清幽，悠閒午後浪漫時光，遠離西部緊張步調，配上輕柔背景音樂，是等待火車時刻絕佳地點。 景色佳、環境優、東西美味
1435,餐飲小貴 因為份量偏少 小巷內清新餐廳 用餐兩小時 還不錯
1436,"餐點用心👍好吃😋很推舒芙蕾 … 老闆很熱心！店內環境舒適安靜，是可以坐在這裡好好休息放鬆的地方👍
點了
一杯蘭姆酒熱巧克力，蘭姆酒香配熱可可，口感很特別👍 …"
1437,環境不錯，但是餐點真的等很久，超過半小時，然後跑來問我點餐了沒有！！在等二十分鐘後，跟我說在一下下，我們等個燉飯跟豬排飯，竟然要一小時，而且這還不是第一次...服務生態度真的...... 好吃!空間環境很漂亮
1438,"花蓮適合聊天的咖啡店，V Tree,一進門就是店樹，座位舒適，偏愛2樓吧台區，可以放空，提供插座給需要用筆電的工作者。想聊天可以坐沙發區，佈置別緻，又舒服。推薦布丁，是店家手作，簡單但採用品質高的材料，吃的出店家用心。拿鐵咖啡順口好喝。也有提供簡餐，但下次再來品嚐，前身是阿美自助餐，不用懷疑ㄧ定好吃。 第一次去，雖然因為疫情吃不到評價很好的舒芙蕾；但是我們外帶了他的餐盒，價錢雖然偏高，但是主菜給的很足夠、味道也不錯
第三次到花蓮回訪，是因為太想他們家的舒芙蕾，真的很好吃，可惜的是這次沒吃到燒肉～"
1439,"好咖啡☕️☕️☕️好食物😋😋😋厚蛋最高❤️❤️❤️ … 好地方👍🏻👍🏻好甜的🤤好咖啡☕️☕️ … 好咖啡☕️☕️☕️ 花蓮最強舒芙蕾鬆餅😋😋😋😋😋 … 好地方，非常適合來渡過悠閒午後時光，等傍晚再去七星潭吹吹風👍🏻 … 好地方，無敵海景，好天氣來拍照一定超美👍🏻
入口有點兒隱秘，一不小心會錯過，路旁都可停車非常方便👍🏻但路上的車兒車速超快，帶小孩的朋友務必小心注意⚠️ … 下午提供：咖啡☕️ 甜點 12:00-18:00
晚上提供：
調酒、精釀啤酒🍻、炸物 20:00-01:00 …"
1440,司康好好吃～環境舒適！ 環境舒適，餐點很好吃，服務人員態度很親切～會再回訪！
1441,今天帶小姪女吃飯，我跟櫃檯說小朋友有一個過生日，而且考試才剛考完，所以帶她們來吃飯，沒想到這個小小的閒聊，服務人員有記下來，在送舒芙蕾的時候還送個小蠟燭，還多送了一個小冰淇淋，小姪女開心在心裡呢！而且我們吃飽要離開時，服務人員再次對我們說生日快樂，今天是開心又滿足的美食饗宴！小巷茉莉的服務讚呦！小下次有聚會還會再來 。 用餐環境很輕鬆悠閑，店貓三不五時會來關心一下，豬肉三明治很好吃，吃起來很清爽，推薦大家來用餐
1442,"寵物友善餐廳就是棒👍
店裡的三隻貓貓跟老闆做的Logo好可愛❤️
餐廳裡的餐點很好吃😋 … 寵物非常不友善
訂位諮詢是否可以攜帶寵物，告知可以但是只能放在室外，並且主人也不能一起在室外用餐，且打電話當時告知已在下雨，狗狗可能會淋到雨。
小姐，如果不能或不願意直接告知一聲不能攜帶寵物就好了，這種說法真的很不舒服😡
可能你們的餐點是好吃的，但是我能確定你們的服務態度是非常不友善的🙃 … 一個令人舒服的咖啡店，整間屋子都是木頭做
的，桌子、椅子都是。盤子好像也是老闆自己用木頭刻的。
原味拿鐵好喝，蛋糕小點心也好吃。 …"
1443,"安靜舒適
蠻喜歡店裡裝潢的風格
不限時間很適合帶筆電來耗一個下午 … 醉雞飯🌕🌕🌕🌑🌑
酒味濃厚、肉質Q，但有點鹹，配菜是豆芽菜和小黃瓜等等組成的冷菜，整個冷盤吃起來其實是有點單調的，感覺醉雞無法跟飯搭在一起，但同行夥伴說還滿喜歡的啦。
綠咖喱🌕🌕🌕🌗🌑 …"
1444,"好酷的餐廳，餐點好吃，環境舒適，每個桌位都有自己的主題感，很不錯的體驗 只能說肉桂捲真的又貴又不合我的胃口，可能是佐檸檬糖霜所以味道非常酸甚至多過肉桂味
低消是每個人一定要點一杯飲料。但是飲料真的非常高單價，而且並沒有特別好喝，建議如果不想喝飲料的人外帶就好。
小早餐那盤早午餐也非常沒誠意，一盤200但是是非常健康簡單到不行的味道，可能跟一般早午餐的那種印象有點天差地遠。 美式不會算也不澀，很順口，加50元可購入可麗露，可麗露口感很特別，推推！也有在賣豆子跟濾掛！"
1445,"天公不作美 不然我會想一整天窩在這
人潮不多沒有限時 實際限時是3小時
沒有要求要點多少東西 有點餐就可以 … 口袋名單之一
實際踩點
真的一點都不失望
雖然等待了30分鐘 但 很值得"
1446,"價位偏高，餐點很精緻 吃原味就能吃得出老闆的用心
第一次來循序漸進的用店家的方式吃
鮮奶油不甜不膩 配著鬆餅剛剛好
真的覺得這份鬆餅的簡單卻也不簡單❤️"
1447,氣氛餐點都不錯，可惜紅茶和咖啡無味，讓我們有點失望~ 地點獨特，料理用心，進去的屋內有點清香味，沒有任何油煙味，感受到老闆的用心，擺盤精心，食材創作讓人驚艷，光水果水招待就讓人溫暖了！服務親切，雖然排了一個小時，但是值得~是間會讓人經常回顧的店家！
1448,"有家的溫馨感，深夜打發時間的好地方。甜點很讚！ 像是去朋友家喝咖啡的感覺 不愧是人氣店，需提前訂位，
對於用完正餐，想續甜點，咖啡，90分鐘的用餐時間，有點趕。"
1449,"很特別的咖啡廳 擺設都很美 很適合坐著休息度過一個下午 甜點也很好吃 東西好吃飲料好喝環境很棒
下次會想再來一次"
1450,"老闆很帥，司康很美味
氣氛很棒！
（店裡有可愛的貓和小少爺😆） … 很美的店，餐點和服務很棒，可惜隔壁桌聊天很大聲😆破壞了美好 …"
1451,"還是這麼好喝❤️ 平價好喝~ 咖啡好喝😊 … 拿鐵真的很好喝🫶🫶🫶
感謝生命樹推薦🫶🫶🫶 … 舒芙蕾實在太好吃了
#親子友善❤️❤️"
1452,"服務態度好
環境優良
餐點好吃 … 環境安靜
東西好吃
還有一隻貓咪 價位偏高
環境舒適
服務人員態度良好"
1453,帶女兒來吃甜點，女兒說這間很棒，會想再次回訪的店 推薦必吃肉桂捲，有內用區非常舒適，鼓勵環保、自備杯子折扣優惠10元，內用外帶皆適用👍👍👍 … 飲品、甜點100分，值得再次回訪的店 好吃好吃、服務又棒 謝謝女兒若庭邀我來品嚐咖啡，超讚的空間，裡面超有特色，你們一定要自己來喝喝看
1454,"去過一次
覺得與學校附近的早午餐店相比
沒什麼特色 … 松露雞腿燉飯的雞腿超好吃 10／16平日到訪
優點
。店狗超可愛 … 好可惜 去的時候店貓剛好休假  裡面氣氛很棒 少了點溫度……
希望平日人少的時候可以先安排距離座位
不要把人全部擠一起"
1455,老屋整修後的小餐廳，兩層樓的水泥舊房子，沒有過多的渲染懷舊氛圍，簡潔明亮的裝修風格，清爽而悠閒。餐點口味好壞見人見智，眾口難調，個人感覺相當美味，可以給四顆星。沒有點鬆餅，可是看見鄰桌的鬆餅，實在令人食指大動。 可口的餐點，悠閒的午茶時光。 悠閒的地方，好喝的咖啡，可愛的貓咪。
1456,"環境乾淨
服務人員親切
餐點好吃 … 一間約有12個座位的小店
只販售咖啡跟當日甜點
來這邊可以舒適的品嚐一杯好咖啡
從咖啡、店內環境能夠感受老闆是個細心且有品味的人 好喝👍🏻 …"
1457,"餐點美味，份量還算足夠，舒芙蕾鬆餅確實一絕，相當鬆軟綿密，非常推薦，建議先訂位喔！ 位在國風國中對面的 無設限咖啡

環境不大 卻有一種很高級的感覺 … 位在上海街與忠孝街交叉口的 實季

裝潢很別緻舒服 … 在 市區 阿思瑪飯店附近的 昭和58

很有時代氛圍的環境 我很喜歡他們店的環境 … 位在於花商旁邊的咖啡廳

位子不多 … 位在於花蓮市區 忠孝街與上海街 的交叉路口
Choco choco
今天點了 接骨木氣泡飲 布朗尼 跟熱巧克力 …"
1458,餐點好吃，餐廳怡人，服務品質很好👍 … 每次來花蓮必喝的咖啡，老闆都是親自挑豆喔、品質很好👍 …
1459,"來花蓮玩很想喝咖啡
就搜尋附近的咖啡店
意外找到吉野～ … 在花蓮讀書的友人力推的店
價格上來說比較偏向台北的物價～
店員親切友善 ，東西好吃
沒拍到照的舒芙蕾入口即化，最推薦 來附近喝咖啡

平日來的，店裡閒閒的沒客人 …"
1460,處處是用心的小細節☕️ 氛圍很棒，歌曲好聽，食材細膩
1461,很棒的咖啡和免費的糕點。 有訂位還要等快5～10分鐘帶位，要自己下樓點餐、自己拿水杯倒水、自己拿衛生紙，不懂這樣自助式到爆的操作為什麼要付餐點10%服務費。餐點勉強中上。
